hotel;meal;market_segment;lead_time;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;booking_changes;days_in_waiting_list;total_of_special_requests;adr;is_canceled
City Hotel;BB;Corporate;8;0;1;1;0;0;0;0;0;0;0;0;79;0
City Hotel;BB;Corporate;5;0;1;1;0;0;1;0;1;0;0;0;95;0
City Hotel;BB;Corporate;0;1;2;1;0;0;1;0;2;0;0;0;95;0
City Hotel;BB;Corporate;5;1;1;1;0;0;1;0;3;0;0;0;95;0
City Hotel;BB;Corporate;20;1;1;1;0;0;1;0;4;1;0;0;84;0
City Hotel;BB;Corporate;18;0;1;1;0;0;1;1;5;0;0;0;95;1
City Hotel;BB;Corporate;19;1;2;1;0;0;1;1;5;0;0;0;95;0
City Hotel;BB;Corporate;7;1;3;1;0;0;1;1;6;0;0;3;79;0
City Hotel;BB;Corporate;6;0;1;1;0;0;1;1;7;0;0;3;80;0
City Hotel;BB;Corporate;3;1;0;1;0;0;1;1;8;0;0;3;80;0
City Hotel;BB;Corporate;1;0;1;1;0;0;1;1;9;0;0;3;80;0
City Hotel;BB;Corporate;6;0;2;1;0;0;1;1;10;0;0;3;95;0
City Hotel;BB;Corporate;17;1;1;1;0;0;1;1;11;0;0;3;80;0
City Hotel;BB;Corporate;1;0;1;1;0;0;1;1;12;0;0;3;95;0
City Hotel;BB;Offline TA/TO;14;2;5;1;0;0;0;0;0;0;0;0;55;0
City Hotel;BB;Direct;3;1;2;1;0;0;0;0;0;0;0;0;62;0
City Hotel;BB;Offline TA/TO;6;2;2;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Online TA;19;2;3;2;0;0;0;0;0;0;0;0;69;0
City Hotel;BB;Offline TA/TO;75;1;2;2;0;0;0;0;0;0;0;0;60;0
City Hotel;BB;Corporate;75;0;1;1;0;0;0;0;0;2;0;1;65;0
City Hotel;BB;Corporate;75;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;2;0;2;1;0;0;1;0;1;0;0;2;67;0
City Hotel;BB;Corporate;24;2;3;2;0;0;0;0;0;0;0;0;60.56;0
City Hotel;BB;Online TA;42;1;3;2;0;0;0;1;0;0;0;0;56.37;1
City Hotel;SC;Online TA;36;2;0;2;0;0;0;1;0;0;0;1;87.3;1
City Hotel;HB;Offline TA/TO;23;2;1;2;0;0;1;0;0;2;0;0;109;0
City Hotel;SC;Online TA;22;0;0;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Corporate;9;0;1;2;0;0;0;0;0;1;0;1;75;0
City Hotel;BB;Corporate;1;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Direct;0;0;1;1;0;0;0;0;0;0;0;0;85;0
City Hotel;BB;Corporate;9;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;7;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;9;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;1;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;9;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;75;0;2;1;0;0;0;0;0;1;0;0;65;0
City Hotel;BB;Corporate;8;0;2;1;0;0;0;0;0;1;0;0;79;0
City Hotel;BB;Offline TA/TO;21;2;3;2;0;0;0;1;0;0;0;1;132.4;1
City Hotel;BB;Direct;0;0;1;1;0;0;0;0;0;2;0;0;50;0
City Hotel;BB;Corporate;0;0;1;1;0;0;1;0;1;0;0;0;50;0
City Hotel;BB;Direct;0;0;1;2;0;0;1;0;2;0;0;0;50;0
City Hotel;BB;Corporate;5;0;3;2;0;0;0;0;0;1;0;0;75;0
City Hotel;BB;Complementary;0;0;1;1;0;0;0;0;0;3;0;0;0;0
City Hotel;HB;Complementary;0;0;1;1;0;0;1;0;1;0;0;1;0;0
City Hotel;FB;Complementary;0;0;1;2;0;0;1;0;2;1;0;1;0;0
City Hotel;HB;Complementary;1;0;1;2;0;0;1;0;3;0;0;1;0;0
City Hotel;BB;Complementary;0;0;1;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Complementary;4;1;2;1;0;0;1;0;1;0;0;1;0;0
City Hotel;BB;Complementary;3;0;3;1;0;0;1;0;2;2;0;1;56;0
City Hotel;BB;Offline TA/TO;5;0;2;1;0;0;0;0;0;0;0;0;62;0
City Hotel;BB;Online TA;25;2;5;2;0;0;0;0;0;0;0;0;72.93;0
City Hotel;BB;Online TA;25;2;5;2;0;0;0;0;0;0;0;0;72.93;0
City Hotel;BB;Corporate;1;0;1;1;0;0;0;0;0;0;0;0;85;0
City Hotel;HB;Offline TA/TO;6;0;1;1;0;0;0;0;0;0;0;0;0;0
City Hotel;SC;Online TA;112;0;3;2;0;0;0;1;0;0;0;2;84.3;1
City Hotel;HB;Offline TA/TO;6;0;1;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Direct;14;2;5;1;0;0;0;0;0;1;0;1;104;1
City Hotel;BB;Direct;2;0;2;1;0;0;1;1;0;2;0;1;79;0
City Hotel;BB;Direct;2;2;5;1;0;0;0;0;0;0;0;1;104;1
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Online TA;9;0;3;2;0;0;0;0;0;0;0;0;96;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;2;0;0;0;0;0;0;0;1;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Offline TA/TO;0;0;1;1;0;0;0;0;0;1;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;2;0;0;0;0;0;1;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Direct;0;2;4;1;0;0;0;0;0;2;0;0;105;0
City Hotel;BB;Direct;0;0;1;2;0;0;1;0;0;0;0;0;85;1
City Hotel;BB;Corporate;15;0;2;2;0;0;0;0;0;1;0;1;75;0
City Hotel;BB;Corporate;15;0;2;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Offline TA/TO;22;0;4;2;0;0;0;0;0;0;0;0;43.5;0
City Hotel;BB;Offline TA/TO;5;0;3;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Offline TA/TO;5;0;3;2;0;0;0;0;0;0;0;1;58;0
City Hotel;BB;Offline TA/TO;21;0;2;2;0;0;0;0;0;0;0;0;70;0
City Hotel;BB;Offline TA/TO;2;0;1;1;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Corporate;0;0;1;2;0;0;0;0;0;1;0;1;75;0
City Hotel;BB;Offline TA/TO;7;0;3;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Direct;0;0;2;1;0;0;0;0;0;0;0;0;85;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Offline TA/TO;2;0;3;2;0;0;0;0;0;0;0;0;58;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Corporate;7;0;4;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Offline TA/TO;2;0;1;1;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Complementary;4;0;1;0;0;0;0;0;0;1;0;1;0;0
City Hotel;BB;Complementary;4;0;1;2;2;1;0;0;0;0;0;0;0;0
City Hotel;BB;Complementary;4;0;1;4;0;0;1;0;2;2;0;4;0;0
City Hotel;BB;Complementary;9;0;1;2;0;0;1;0;3;0;0;1;0;0
City Hotel;BB;Complementary;9;0;1;2;0;1;1;0;3;0;0;1;0;0
City Hotel;BB;Complementary;14;1;0;2;0;0;1;0;5;1;0;1;0;0
City Hotel;BB;Complementary;14;1;0;2;0;1;1;0;5;1;0;1;0;0
City Hotel;BB;Complementary;4;0;2;2;1;0;1;0;7;1;0;1;0;0
City Hotel;BB;Complementary;9;0;1;2;1;0;1;0;8;0;0;1;0;0
City Hotel;BB;Complementary;0;0;1;1;0;0;1;0;9;0;0;0;0;0
City Hotel;BB;Complementary;0;0;1;1;0;0;1;0;9;0;0;0;0;0
City Hotel;BB;Complementary;2;0;1;1;0;0;1;0;11;0;0;2;0;0
City Hotel;BB;Complementary;1;0;1;1;0;0;1;0;12;0;0;2;0;0
City Hotel;BB;Complementary;12;1;0;1;0;0;1;0;13;0;0;2;0;0
City Hotel;BB;Complementary;61;0;1;2;0;0;1;0;14;0;0;2;0;0
City Hotel;BB;Complementary;61;0;1;2;1;0;1;0;14;1;0;2;0;0
City Hotel;BB;Online TA;54;0;2;2;0;0;0;1;0;0;0;2;87;1
City Hotel;BB;Online TA;54;0;2;2;0;0;0;1;0;0;0;2;87;1
City Hotel;SC;Online TA;36;0;2;3;0;0;0;0;0;0;0;1;55.09;0
City Hotel;SC;Online TA;36;0;2;3;0;0;0;0;0;0;0;1;55.09;0
City Hotel;HB;Offline TA/TO;6;0;2;1;0;0;0;0;0;0;0;0;116;0
City Hotel;BB;Online TA;60;0;4;2;0;0;0;0;0;0;0;1;96.3;0
City Hotel;BB;Online TA;14;0;2;1;0;0;0;0;0;0;0;1;81;0
City Hotel;BB;Complementary;11;0;2;2;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Complementary;11;0;2;2;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Direct;2;0;1;2;1;0;0;0;0;0;0;0;116;0
City Hotel;BB;Complementary;11;0;2;2;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Complementary;11;0;2;2;0;1;0;0;0;0;0;2;0;0
City Hotel;BB;Complementary;11;0;2;2;1;1;0;0;0;0;0;3;0;0
City Hotel;BB;Corporate;25;0;1;3;0;0;0;0;0;1;0;1;81;0
City Hotel;BB;Corporate;12;2;1;1;0;0;1;0;1;0;0;1;66;0
City Hotel;BB;Corporate;29;0;3;1;0;0;1;0;2;0;0;0;67;0
City Hotel;BB;Complementary;11;0;2;2;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Direct;10;1;5;2;0;0;0;1;0;0;0;2;75;1
City Hotel;BB;Direct;10;1;5;1;0;0;0;1;0;0;0;2;69;1
City Hotel;BB;Offline TA/TO;78;0;3;2;0;0;0;0;0;0;0;0;60;0
City Hotel;BB;Corporate;2;3;6;1;0;0;0;0;0;0;0;0;91.67;0
City Hotel;BB;Corporate;2;3;6;1;0;0;0;0;0;0;0;0;91.67;0
City Hotel;BB;Corporate;2;3;6;1;0;0;0;0;0;0;0;0;91.67;0
City Hotel;BB;Complementary;2;1;0;2;0;0;0;0;0;1;0;1;0;0
City Hotel;BB;Complementary;15;0;1;2;0;0;1;0;1;1;0;2;0;0
City Hotel;BB;Online TA;27;1;4;2;0;0;0;0;0;0;0;0;69;0
City Hotel;BB;Offline TA/TO;31;1;2;1;0;0;0;0;0;0;0;1;55.8;0
City Hotel;BB;Offline TA/TO;31;1;2;2;0;0;0;0;0;0;0;1;63;0
City Hotel;SC;Online TA;33;1;3;2;0;0;0;0;0;0;0;0;74.25;0
City Hotel;BB;Offline TA/TO;79;1;2;2;0;0;0;0;0;0;0;0;60;0
City Hotel;BB;Offline TA/TO;8;1;3;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Offline TA/TO;11;1;2;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Online TA;11;1;2;2;0;0;0;0;0;0;0;2;96;0
City Hotel;BB;Offline TA/TO;10;1;2;2;0;0;0;0;0;0;0;0;58;0
City Hotel;SC;Online TA;37;1;3;2;0;0;0;0;0;1;0;0;74.25;0
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;218;0;2;2;0;0;0;1;0;0;0;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Groups;223;0;2;2;0;0;0;1;0;0;40;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;HB;Offline TA/TO;192;0;3;2;0;0;0;1;0;0;42;0;135;1
City Hotel;SC;Online TA;44;1;0;2;0;0;0;1;0;0;0;1;96.3;1
City Hotel;SC;Online TA;222;1;4;2;0;0;0;1;0;0;0;1;90.95;1
City Hotel;SC;Online TA;222;1;4;2;0;0;0;1;0;0;0;1;90.95;1
City Hotel;SC;Online TA;222;1;4;2;0;0;0;1;0;0;0;1;90.95;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;197;1;2;2;0;0;0;1;0;0;25;0;80;1
City Hotel;BB;Offline TA/TO;25;1;0;2;0;0;0;0;0;0;0;0;70;0
City Hotel;SC;Online TA;14;1;0;1;0;0;0;0;0;0;0;0;57.75;0
City Hotel;BB;Corporate;3;1;0;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;0;1;2;1;0;0;1;0;1;1;0;0;65;0
City Hotel;BB;Corporate;4;1;1;1;0;0;1;0;2;0;0;0;66;0
City Hotel;BB;Corporate;0;1;0;1;0;0;1;0;3;0;0;0;65;0
City Hotel;BB;Corporate;3;1;0;1;0;0;1;0;4;0;0;0;65;0
City Hotel;BB;Corporate;0;1;0;1;0;0;1;0;5;0;0;0;65;0
City Hotel;BB;Corporate;5;1;0;1;0;0;1;0;6;0;0;1;65;0
City Hotel;BB;Corporate;12;1;0;1;0;0;1;0;7;0;0;1;65;0
City Hotel;BB;Online TA;17;1;0;2;0;0;0;0;0;0;0;0;69.6;0
City Hotel;BB;Direct;26;2;1;2;1;0;0;0;0;0;0;2;93.33;0
City Hotel;BB;Direct;5;1;0;1;0;0;0;0;0;0;0;0;85;0
City Hotel;BB;Direct;0;4;9;2;0;0;0;0;0;3;0;0;89;0
City Hotel;HB;Offline TA/TO;61;0;3;2;0;0;0;1;0;2;0;1;107.2;1
City Hotel;HB;Offline TA/TO;61;0;3;2;0;0;0;1;0;2;0;1;107.2;1
City Hotel;HB;Offline TA/TO;61;0;3;3;0;0;0;1;0;2;0;2;152.2;1
City Hotel;BB;Direct;0;1;0;2;0;0;0;0;0;2;0;0;89;0
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;BB;Groups;130;0;4;2;0;0;0;1;0;0;10;0;100;1
City Hotel;SC;Online TA;41;0;4;2;0;0;0;1;0;0;0;1;112.84;1
City Hotel;BB;Online TA;23;0;2;2;0;0;0;0;0;2;0;1;81.75;0
City Hotel;BB;Online TA;23;0;2;2;0;0;0;0;0;1;0;1;77.25;0
City Hotel;SC;Online TA;19;0;0;2;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Corporate;11;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;21;1;0;1;0;0;1;1;1;0;0;0;67;1
City Hotel;BB;Corporate;0;0;1;1;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Online TA;38;2;1;2;0;0;0;0;0;0;0;2;87;0
City Hotel;BB;Offline TA/TO;10;2;3;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Direct;2;1;1;2;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Online TA;30;0;1;2;0;0;0;1;0;0;0;1;87;1
City Hotel;BB;Corporate;83;0;0;1;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Corporate;83;0;0;1;0;0;0;0;0;0;0;1;0;0
City Hotel;BB;Corporate;83;0;0;1;0;0;0;0;0;0;0;0;0;0
City Hotel;BB;Direct;0;0;2;1;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Direct;33;0;1;1;0;0;0;0;0;0;0;0;69;0
City Hotel;BB;Corporate;10;1;0;1;0;0;1;0;1;0;0;1;95;0
City Hotel;BB;Direct;1;0;1;1;0;0;0;0;0;1;0;0;75;0
City Hotel;BB;Corporate;47;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;47;0;1;1;0;0;0;0;0;0;0;0;65;0
City Hotel;BB;Corporate;5;0;1;1;0;0;1;0;1;0;0;0;67;0
City Hotel;BB;Corporate;20;0;1;1;0;0;1;0;2;0;0;0;67;0
City Hotel;BB;Direct;26;2;2;2;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Offline TA/TO;37;1;2;2;0;0;0;0;0;0;0;0;70;0
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Offline TA/TO;182;0;4;2;0;0;0;1;0;0;50;0;75;1
City Hotel;BB;Direct;0;0;1;1;0;0;0;0;0;0;0;0;75;0
City Hotel;BB;Online TA;61;0;3;2;0;0;0;1;0;0;0;1;100.67;1
City Hotel;BB;Online TA;19;0;2;2;0;0;0;0;0;0;0;0;96;0
City Hotel;BB;Offline TA/TO;12;0;2;2;0;0;0;0;0;0;0;0;58;0
City Hotel;BB;Online TA;95;0;2;2;0;0;0;1;0;0;0;1;106.2;1
City Hotel;BB;Online TA;95;0;2;2;0;0;0;1;0;0;0;1;106.2;1
City Hotel;BB;Online TA;28;0;1;2;0;0;0;0;0;0;0;1;87;0
City Hotel;BB;Offline TA/TO;8;0;3;2;0;0;0;0;0;0;0;1;58;0
City Hotel;BB;Offline TA/TO;8;0;3;2;0;0;0;0;0;0;0;1;58;0
City Hotel;BB;Direct;0;2;4;1;0;0;0;0;0;0;0;1;104;0
City Hotel;BB;Direct;4;0;1;2;0;0;1;0;1;0;0;2;120;0
City Hotel;BB;Direct;10;1;4;2;0;0;1;0;2;0;0;2;120;0
City Hotel;BB;Direct;1;5;11;1;0;0;1;0;3;7;0;2;150;0
City Hotel;BB;Offline TA/TO;5;1;3;2;0;0;0;0;0;1;0;0;58;0
City Hotel;BB;Direct;0;2;4;1;0;0;0;0;0;0;0;1;104;0
City Hotel;SC;Direct;0;0;1;1;0;0;0;0;0;1;0;0;65;0
City Hotel;SC;Direct;3;0;1;2;0;0;0;0;0;1;0;1;75;0
City Hotel;SC;Direct;3;0;1;2;0;0;0;0;0;2;0;1;75;0
City Hotel;BB;Offline TA/TO;9;2;5;2;0;0;1;1;0;0;0;0;70;1
